date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:17:36	26052/26052	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202019%2008:49:48%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/pricing.html	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/pricing.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:17:36	55215/55215	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202019%2008:49:48%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/rtl.html	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/rtl.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:17:36	43827/43827	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202019%2008:49:48%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/timeline.html	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/timeline.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:17:37	24492/24492	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202019%2008:49:48%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/login.html	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/login.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:17:37	27612/27612	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202019%2008:49:48%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/register.html	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/register.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:17:38	23161/23161	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202019%2008:49:48%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/lock.html	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/lock.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:17:38	44162/44162	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202019%2008:49:48%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/user.html	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/user.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:17:38	59890/59890	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202019%2008:49:48%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/components/buttons.html	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/examples/components/buttons.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:17:38	49148/49148	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202019%2008:49:48%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/components/grid.html	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/examples/components/grid.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:17:39	54774/54774	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202019%2008:49:48%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/components/panels.html	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/examples/components/panels.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:17:39	42767/42767	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202019%2008:49:48%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/components/sweet-alert.html	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/examples/components/sweet-alert.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:17:40	52050/52050	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202019%2008:49:48%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/components/notifications.html	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/examples/components/notifications.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:17:40	70409/70409	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202019%2008:49:48%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/components/icons.html	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/examples/components/icons.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:17:40	42937/42937	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202019%2008:49:48%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/components/typography.html	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/examples/components/typography.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:17:40	58544/58544	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202019%2008:49:48%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/forms/regular.html	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/examples/forms/regular.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:17:41	52308/52308	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202019%2008:49:48%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/forms/extended.html	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/examples/forms/extended.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:17:41	54223/54223	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202019%2008:49:48%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/forms/validation.html	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/examples/forms/validation.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:17:42	49482/49482	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202019%2008:49:48%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/forms/wizard.html	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/examples/forms/wizard.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:17:42	66544/66544	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202019%2008:49:48%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/tables/regular.html	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/examples/tables/regular.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:17:42	70402/70402	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202019%2008:49:48%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/tables/extended.html	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/examples/tables/extended.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:17:43	73948/73948	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202019%2008:49:48%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/tables/datatables.net.html	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/examples/tables/datatables.net.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:17:43	39618/39618	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202019%2008:49:48%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/maps/google.html	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/examples/maps/google.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:17:43	37425/37425	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202019%2008:49:48%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/maps/fullscreen.html	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/examples/maps/fullscreen.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:17:44	39050/39050	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202019%2008:49:48%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/maps/vector.html	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/examples/maps/vector.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:17:44	57009/57009	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202019%2008:49:48%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/widgets.html	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/examples/widgets.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:17:44	42313/42313	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202019%2008:49:48%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/charts.html	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/examples/charts.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:17:45	38922/38922	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202019%2008:49:48%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/calendar.html	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/examples/calendar.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:17:45	3310/3310	---M--	200	added ('OK')	image/png	etag:%225c8b672c-cee%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/img/US.png	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/assets/img/US.png	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:17:46	3109/3109	---M--	200	added ('OK')	image/png	etag:%225c8b672c-c25%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/img/DE.png	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/assets/img/DE.png	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:17:47	3488/3488	---M--	200	added ('OK')	image/png	etag:%225c8b672c-da0%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/img/AU.png	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/assets/img/AU.png	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:17:47	3543/3543	---M--	200	added ('OK')	image/png	etag:%225c8b672c-dd7%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/img/GB.png	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/assets/img/GB.png	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:17:48	3298/3298	---M--	200	added ('OK')	image/png	etag:%225c8b672c-ce2%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/img/RO.png	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/assets/img/RO.png	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:17:49	3594/3594	---M--	200	added ('OK')	image/png	etag:%225c8b672c-e0a%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/img/BR.png	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/assets/img/BR.png	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:17:49	30094/30094	---M--	200	added ('OK')	image/jpeg	etag:%225c8b672c-758e%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/img/saint-laurent.jpg	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/assets/img/saint-laurent.jpg	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:17:49	23745/23745	---M--	200	added ('OK')	image/jpeg	etag:%225c8b672c-5cc1%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/img/balmain.jpg	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/assets/img/balmain.jpg	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:17:50	42650/42650	---M--	200	added ('OK')	image/jpeg	etag:%225c8b672c-a69a%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/img/prada.jpg	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/assets/img/prada.jpg	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:17:50	86927/86927	---M-Z	200	added ('OK')	application/javascript	etag:W/%225c8b672c-1538f%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/js/core/jquery.min.js	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/assets/js/core/jquery.min.js	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:17:51	20934/20934	---M-Z	200	added ('OK')	application/javascript	etag:W/%225c8b672c-51c6%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/js/core/popper.min.js	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/assets/js/core/popper.min.js	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:17:52	58073/58073	---M-Z	200	added ('OK')	application/javascript	etag:W/%225c8b672c-e2d9%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/js/core/bootstrap.min.js	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/assets/js/core/bootstrap.min.js	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:17:53	18292/18292	---M-Z	200	added ('OK')	application/javascript	etag:W/%225c8b672c-4774%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/perfect-scrollbar.jquery.min.js	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/perfect-scrollbar.jquery.min.js	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:17:54	53325/53325	---M-Z	200	added ('OK')	application/javascript	etag:W/%225c8b672c-d04d%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/moment.min.js	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/moment.min.js	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:17:55	26277/26277	---M-Z	200	added ('OK')	application/javascript	etag:W/%225c8b672c-66a5%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/bootstrap-switch.js	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/bootstrap-switch.js	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:17:56	62453/62453	---M-Z	200	added ('OK')	application/javascript	etag:W/%225c8b672c-f3f5%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/sweetalert2.min.js	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/sweetalert2.min.js	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:17:57	24369/24369	---M-Z	200	added ('OK')	application/javascript	etag:W/%225c8b672c-5f31%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/jquery.validate.min.js	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/jquery.validate.min.js	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:17:58	12040/12040	---M-Z	200	added ('OK')	application/javascript	etag:W/%225c8b672c-2f08%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/jquery.bootstrap-wizard.js	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/jquery.bootstrap-wizard.js	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:17:58	97363/97363	---M-Z	200	added ('OK')	application/javascript	etag:W/%225c8b672c-17c53%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/bootstrap-selectpicker.js	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/bootstrap-selectpicker.js	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:17:58	110337/110337	---M-Z	200	added ('OK')	application/javascript	etag:W/%225c8b672c-1af01%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/bootstrap-datetimepicker.js	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/bootstrap-datetimepicker.js	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:17:59	171795/171795	---M-Z	200	added ('OK')	application/javascript	etag:W/%225c8b672c-29f13%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/jquery.dataTables.min.js	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/jquery.dataTables.min.js	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:18:00	22272/22272	---M-Z	200	added ('OK')	application/javascript	etag:W/%225c8b672c-5700%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/bootstrap-tagsinput.js	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/bootstrap-tagsinput.js	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:18:01	16819/16819	---M-Z	200	added ('OK')	application/javascript	etag:W/%225c8b672c-41b3%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/jasny-bootstrap.min.js	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/jasny-bootstrap.min.js	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:18:01	216950/216950	---M-Z	200	added ('OK')	application/javascript	etag:W/%225c8b672c-34f76%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/fullcalendar.min.js	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/fullcalendar.min.js	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:18:01	250622/250622	---M-Z	200	added ('OK')	application/javascript	etag:W/%225c8b672c-3d2fe%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/jquery-jvectormap.js	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/jquery-jvectormap.js	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:18:02	22337/22337	---M-Z	200	added ('OK')	application/javascript	etag:W/%225c8b672c-5741%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/nouislider.min.js	C:/My%20Web%20Sites/tk/demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/nouislider.min.js	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
16:18:03	10543/10543	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ca50ab6-292f%22	https://buttons.github.io/buttons.js	C:/My%20Web%20Sites/tk/buttons.github.io/buttons.js	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.124885898.1091680917.1558274471-1329753825.1558274471)
